contigs	predictions
k79_20486	2;1239;186801;3085636;186803;2569097;39488
k79_24905	2;976;200643;171549;2005525;375288;2685834
k79_2209	
k79_20487	2;976;200643;171549;815;816;820
k79_24906	2;1239;186801;186802;216572;1263;2564099
k79_2210	
k79_11366	2;976;200643;171549;815;909656;821
k79_24907	
k79_20488	2;976;200643;171549;2005525;375288;46503
k79_24908	2;976;200643;171549;2005473;2518495;2649562
k79_11367	2;1239;186801;186802;216572;2892396;2714353
k79_24909	
k79_20489	2;976;200643;171549;815;909656;821
k79_11368	
k79_2211	2;1239;186801;186802;216572;216851
k79_24910	2;976;200643;171549;2005525;375288;46503
k79_29504	2;1239;186801
k79_2212	2;976;200643;171549;815;816;820
k79_24911	2;1239;186801;3085636;186803;2569097;39488
k79_11369	2;1239;909932;1843489;31977;39948
k79_15811	2;1239;186801;186802;216572;1263;2564099
k79_2213	
k79_11370	2;1239;186801;3085636;186803;207244;649756
k79_15812	2;976;200643;171549;2005525;375288;46503
k79_29505	2;1239;909932;1843489;31977;39948;2582419
k79_2214	2;976;200643;171549;815;909656;821
k79_29506	
k79_2215	2;1239;186801;3085636;186803;2569097;39488
k79_24912	2;1239;186801;186802;216572;1263;2564099
k79_11371	2;1239;186801;186802;216572;2892396;2714353
k79_11372	2;1239;186801;186802;216572;2892396;2714353
k79_20490	2;1239;91061;1385
k79_2216	2;976;200643;171549;815;816
k79_24913	
k79_11373	2;976;200643;171549;815;816;820
k79_20491	2;1239;186801;3085636;186803;572511;2779518
k79_24914	2;1239;186801;186802;186806;1730;53442
k79_11374	2;1239;186801;186802;216572;216851;411483
k79_2217	2;1239;186801;186802;216572;216851;411483
k79_24915	2;1239;186801;186802;216572;1263;2564099
k79_2218	
k79_24916	2;1239;186801;3085636;186803;2569097;39488
k79_2219	2;976;200643;171549;815;909656;357276;997877
k79_2220	
k79_2221	
k79_24917	2;976;200643;171549;815;909656
k79_2222	2;976;200643;171549;815;909656;376805;667015
k79_2223	2;1239;186801;3085636;186803;207244;649756
k79_24918	2;976;200643;171549;815;816;820
k79_2224	
k79_24919	2;200918;188708;1643947;1643949;160798;2809031
k79_2225	2;976;200643;171549
k79_24920	2;1239;186801;3085636;186803;189330;88431
k79_2226	
k79_2227	2;976;200643;171549;815;816;47678
k79_24921	2;1239;186801;186802;216572;216851;853
k79_2228	2;1239;909932;1843489;31977;39948
k79_24922	
k79_2229	
k79_24923	2;1239;186801;186802;216572;2892396;2714353
k79_2230	2;1239;186801;3085636;186803;207244;649756
k79_2231	2;1239;186801;186802;216572;1263;2564099
k79_24924	2;1239;186801;3085636;186803;189330;88431
k79_24925	
k79_2232	2;1239;186801;3085636;186803;207244;649756
k79_2233	2;1239;186801;3085636;186803;2569097;39488
k79_24926	2;1239;186801;3085636;186803;2569097;39488
k79_11375	2759;7711;40674;9443;9604;9605;9606
k79_2234	2;976;200643;171549;815;909656;821
k79_24927	2;976;200643;171549;815;816;820
k79_2235	2;976;200643;171549;815;909656;821
k79_11376	
k79_2236	
k79_2237	
k79_11377	2;976;200643;171549;815;816
k79_24928	2;976;200643;171549;815;816;371601
k79_2238	2;976;200643;171549;815;816;820
k79_34421	2;1239;186801;3085636;186803;2316020;33039;657313
k79_11378	2;1239;186801;186802;216572;1263;2564099
k79_24929	2;1239;186801;3085636;186803;2569097;39488
k79_34422	
k79_2239	
k79_24930	2;1239;186801;3085636;186803;207244;649756
k79_2240	2;976;200643;171549;815;909656;821
k79_34423	2;976;200643;171549;815;816;820
k79_11379	2;1239;186801;3085636;186803;572511
k79_2241	2;1239;186801;3085636;186803;2569097;39488
k79_24931	
k79_34424	
k79_24932	2;1239;91061;186826;81852;1350;118060
k79_2242	2;1239;186801;186802;216572;2892396;2714353
k79_11380	
k79_2243	
k79_24933	2;976;200643;171549;2005525;375288;46503
k79_2244	
k79_11381	2;976;200643;171549;815;909656;821
k79_11382	
k79_34425	
k79_24934	2;976;200643;171549;815;816;820
k79_20492	
k79_2245	
k79_15813	2;1239;186801;186802;216572;1263;2564099
k79_11383	2;976;200643;171549;815;816;47678
k79_34426	
k79_20493	
k79_24935	
k79_15814	2;1239;186801;3085636;186803;2569097;39488
k79_11384	
k79_24936	
k79_20494	2;976;117743;200644;49546;52959;326329
k79_34427	
k79_2246	2;1239;186801;186802;216572;1263;2608920
k79_11385	
k79_34428	2;976;200643;171549;2005525;375288;46503
k79_24937	2;976;200643;171549;1853231;283168;28118
k79_20495	2;1239;186801;3085636;186803;189330;88431
k79_15815	2;976;200643;171549;815;909656;821
k79_2247	2;976;200643;171549;815;816;820
k79_34429	
k79_24938	
k79_15816	
k79_20496	
k79_15817	2;1239;186801;3085636;186803;207244;649756
k79_11386	2;976;200643;171549;815;909656
k79_24939	2;1239;186801;3085636;186803;207244;649756;649757
k79_20497	2;976;200643;171549;815;909656;821
k79_2248	
k79_11387	
k79_15818	
k79_34430	
k79_24940	2;1239;186801;3085636;186803
k79_11388	2;1239;186801;3085636;186803;2569097;39488
k79_34431	2;1239;186801;186802;216572;1263;2564099
k79_2249	2;1239;186801;186802;216572;216851;2929494
k79_20498	2;1239;186801;186802;216572;1263;2564099
k79_15819	2;1239;186801;186802;216572;1263;2564099
k79_11389	2;1239;186801;3085636;186803;2569097;39488
k79_34432	
k79_24941	2;976;200643;171549;815;909656;821
k79_15820	
k79_20499	2;976;200643;171549;815;816
k79_2250	
k79_24942	
k79_15821	
k79_34433	2;976;200643;171549;815;909656
k79_2251	2;1239;186801;3085636;186803;207244;649756
k79_24943	
k79_11390	
k79_2252	2;1239;526524;526525;2810280;2678885;1982626
k79_34434	2;976;200643;171549;815;816;246787
k79_15822	2;976;200643;171549;815;816;820
k79_2253	
k79_11391	
k79_2254	2;976;200643;171549;815;909656;821
k79_15823	2;1239;186801;3085636;186803;2569097;39488
k79_11392	
k79_24944	2;1239;186801;3085636;186803;207244;649756
k79_20500	2;1239;186801;3085636;186803;1649459;154046
k79_2255	
k79_24945	2;1239;909932;1843489;31977;39948
k79_11393	2;976;200643;171549;815;909656;821
k79_2256	
k79_20501	2;976;200643;171549;815;909656;821
k79_20502	2;1239;186801;3085636;186803;207244;649756
k79_11394	
k79_15824	2;1239;186801;3085636;186803
k79_34435	2;1239
k79_24946	
k79_11395	
k79_20503	2;1239;186801;3085636;186803;207244;649756
k79_15825	2759;7711;40674;9443;9604;9605;9606
k79_20504	2;976;200643;171549;171550;239759;328814;717959
k79_15826	2;1239;186801;3085636;186803;2569097;39488
k79_34436	2;976;200643;171549;815;909656;821
k79_24947	
k79_11396	2;976;200643;171549;815;816;820
k79_20505	2;976;200643;171549;815;816
k79_24948	2;1239;186801;186802;216572;459786;2763056
k79_15827	2;976;200643;171549;815;816;2755405
k79_20506	2;1239;186801;3085636;186803;1506553;89153
k79_11397	
k79_24949	2;1239;186801;186802;216572;1263;2564099
k79_34437	2;976;200643;171549;815;909656;821
k79_20507	2;1239;186801;3085636;186803;207244;649756
k79_15828	2;976;200643;171549;815;909656;821
k79_34438	2;976;200643;171549;815;909656;821
k79_24950	
k79_24951	
k79_15829	2;1239;186801;3085636;186803;2569097;39488
k79_11398	2;976;200643;171549;815;816;820
k79_24952	2;976;200643;171549;171550;239759
k79_20508	2;976;200643;171549;815;909656;821
k79_15830	2;976;200643;171549;815;909656;821
k79_11399	2;1239;186801;3085636;186803;2569097;39488
k79_24953	2;1239;186801;3085636;186803;189330;88431
k79_20509	2;976;200643;171549;815;909656;821
k79_24954	2;1239;186801;3085636;186803;1506553;29347
k79_24955	
k79_15831	2;1239;186801;186802;216572;1263;2564099
k79_11400	2;976;200643;171549;815;909656;821
k79_20510	2;1239;186801;186802;216572;1508657;29362;588581
k79_24956	2;1239;186801;3085636;186803;207244;649756;649757
k79_15832	
k79_11401	
k79_15833	2;1239;186801;186802;216572;216851;853
k79_11402	
k79_11403	2;976;200643;171549;815;816;28111
k79_6663	2;1239;186801;186802;31979;1485
k79_34439	2;1239;186801
k79_20511	2;976;200643;171549;815;909656;821
k79_24957	2;976;200643;171549;815;909656;821
k79_6664	2;1239;186801;186802;216572;1263;2564099
k79_11404	
k79_20512	2;976;200643;171549;815;816;820
k79_34440	2;976;200643;171549;815
k79_6665	2;976;200643;171549;815;816;820
k79_24958	2;1239;186801;3085636;186803;207244;649756;649757
k79_20513	2;976;200643;171549;815;816;820
k79_11405	2;1239;186801;3085636;186803;2569097;39488
k79_6666	2;1239;186801;3085636;186803;33042;410072
k79_34441	2;1239;186801;3085636;186803;189330;88431
k79_11406	
k79_24959	
k79_6667	2;1239;186801;3085636;186803;207244;649756
k79_24960	2;976;200643;171549;2005519;1348911;1501392;2751153
k79_20514	
k79_6668	2;976;200643;171549;815;909656;821
k79_20515	2;976;200643;171549;2005525;375288;46503
k79_34442	2;1239;186801;3085636;186803;572511;89014
k79_20516	
k79_24961	2;1239;186801;186802;216572;1263;2564099
k79_11407	2;976;200643;171549;815;909656;821
k79_11408	2;976;200643;171549;815;816;820
k79_15834	2;1239;186801;3085636;186803;1766253;39491
k79_34443	2;1239;186801;3085636;186803;2569097;39488
k79_11409	2;1239;186801;186802;216572;216851
k79_11410	
k79_15835	2;1239;186801;3085636;186803;3342669;45851
k79_34444	2;1239;186801;3085636;186803;2888809;2068655
k79_6669	2;1239;186801;186802;216572;1263;2564099
k79_15836	
k79_6670	
k79_6671	2;976;200643;171549;815;909656;357276
k79_34445	
k79_34446	2;1239;186801;3085636;186803;207244;649756
k79_6672	2;976;200643;171549;171550;239759;328813
k79_34447	
k79_6673	
k79_15837	2;1239;186801;3085636;186803;207244;649756
k79_34448	
k79_11411	2;1239;186801;3085636;186803;2316020;33038
k79_15838	2;200940;3031449;213115;194924;41707;29546
k79_6674	2;976;200643;171549;2005519;1348911;1501392;2751153
k79_11412	2;976;200643;171549
k79_6675	2;976;200643;171549;815;909656;821
k79_11413	
k79_15839	2;1224;1236;91347;1903414;583;183417
k79_24962	
k79_11414	
k79_11415	
k79_11416	2;1239;186801;186802;216572;1263;2564099
k79_15840	2;976;200643;171549
k79_11417	2;1239;186801;3085636;186803;2569097;39488
k79_11418	
k79_15841	2;976;200643;171549;815;909656;821
k79_34449	
k79_15842	2;1239;186801;3085636;186803;207244;649756
k79_11419	
k79_15843	
k79_34450	2;976;200643;171549;815;909656;821
k79_11420	
k79_15844	2;976;200643;171549;815;909656;821
k79_34451	
k79_11421	
k79_34452	
k79_11422	
k79_11423	2;1239;186801;3085636;186803;2569097;39488
k79_11424	2;976;200643;171549;815;816
k79_15845	
k79_15846	2;1239;186801;3085636;186803;189330;88431
k79_15847	2;976;200643;171549;2005525;375288;46503
k79_34453	2;1239;186801;186802;216572
k79_34454	2;1239;186801;3085636;186803;189330;88431
k79_15848	2;976;200643;171549;815;909656;821
k79_11425	2;1783272
k79_15849	2;1239;186801;3085636;186803;2569097;39488
k79_11426	2;1239;186801;3085636;186803;2569097;39488
k79_11427	2;1239;909932;1843489;31977;39948;2582419
k79_15850	2;976;200643;171549;815;909656;821
k79_11428	2;1239;186801;3085636;186803;1766253;39491
k79_11429	
k79_15851	
k79_34455	2;1239;186801;3085636;186803;830;831
k79_15852	2;1239;186801;3085636;186803;2569097;39488
k79_20517	2;976;200643;171549;815;909656;821
k79_15853	
k79_11430	2;976;200643;171549;815;909656;357276
k79_34456	
k79_11431	2;1239;186801;3085636;186803;207244;649756
k79_15854	2;976;200643;171549;815;909656
k79_2257	2;1239;186801;3085636;186803;3342669;45851
k79_6676	
k79_20518	2;1239;186801;3085636;186803;33042;751585
k79_2258	2;1239;186801;3085636;186803;2569097;39488
k79_34457	2;1239;186801;3085636;186803;207244;649756
k79_15855	2;976;200643;171549
k79_2259	2;976;200643;171549;171550;239759;2585118
k79_6677	
k79_15856	2;1239;186801;186802;216572;1263;2564099
k79_20519	2;1239;186801;186802;216572;1263;2564099
k79_6678	2;976;200643;171549;815;816;818
k79_6679	2;1239;186801;3085636;186803;2569097;39488
k79_34458	2;976;200643;171549;815;816;820
k79_20520	2;976;200643;171549;815;909656;821
k79_20521	2;976;200643;171549;815;816;291644
k79_15857	2759;7711;40674;9443;9604;9605;9606
k79_2260	
k79_20522	2;976;200643;171549;815;909656;821
k79_2261	
k79_15858	
k79_6680	2;976;200643;171549;2005525;375288;823
k79_20523	2;976;200643;171549;815;909656;821
k79_24963	2;1239;186801;186802;216572;216851;853;718252
k79_11432	2;976;200643;171549;815;909656;821
k79_20524	2;1239;909932;1843489;31977;39948
k79_24964	2;1239;186801;3085636;186803;2569097;39488
k79_15859	
k79_2262	2;976;200643;171549;815;909656;821
k79_24965	
k79_15860	2;1239;186801;3085636;186803;207244;649756;649757
k79_11433	2;976;200643;171549;815;816;820
k79_24966	
k79_20525	
k79_2263	2;1239;186801;3085636;186803;2569097;39488
k79_34459	2;976;200643;171549;815;816;820
k79_2264	2;1239;186801;186802;216572;1263;2564099
k79_20526	
k79_24967	
k79_11434	
k79_34460	2;976;200643;171549;2005525;375288;46503
k79_2265	
k79_11435	2;1239;186801;3085636;186803;189330;88431
k79_20527	2;1239;186801;3085636;186803;2569097;39488
k79_34461	
k79_11436	2;1239;186801;186802;216572;1263;2564099
k79_24968	2;1239;186801;186802;216572;1263;2564099
k79_15861	2;1239;186801;186802;216572;1263;2564099
k79_24969	2;976;200643;171549;815;909656;821
k79_11437	2;976;200643;171549;815
k79_20528	2;1239;186801;3085636;186803;2316020;33038
k79_34462	
k79_24970	2;1239;186801;186802;216572;1263;2564099
k79_15862	2;976;200643;171549;815;909656;821
k79_20529	2;1239;186801;3085636;186803;2944198;2763667
k79_34463	2;976;200643;171549;2005525;375288;46503
k79_15863	2;976;200643;171549;815;816
k79_20530	
k79_24971	2;1239;186801;3085636;186803;207244;649756
k79_34464	2;976;200643;171549;815;816;47678
k79_20531	
k79_15864	
k79_11438	
k79_34465	
k79_15865	2;976;200643;171549;815;816;820
k79_11439	2;976;200643;171549;815;909656;821
k79_15866	
k79_34466	2;1239;186801;3085636;186803;3076670;3028070
k79_11440	2;1239;186801;3085636;186803;207244;649756
k79_20532	2;976;117743;200644;49546
k79_15867	2;1239;186801;3085636;186803
k79_20533	2;1239
k79_24972	2;1239;186801;3085636;186803;841;1261635
k79_34467	2;1239;186801;186802;216572;2892396;2714353
k79_15868	
k79_11441	
k79_34468	
k79_24973	2;1239;186801;186802;216572;2892396;2714353
k79_20534	
k79_2266	2;1239;186801;3085636;186803;207244;649756
k79_11442	
k79_24974	
k79_34469	2;1239;186801;3085636;186803;207244;649756
k79_6681	2;1239;186801;3085636;186803;3342669;45851
k79_15869	2;1239;91061;186826;1300;1301;1313
k79_11443	2;1239;186801;3085636;186803;2569097;39488
k79_34470	2;1239;186801;3085636;186803;207244;649756
k79_24975	
k79_34471	2;976;200643;171549;815;909656;821
k79_24976	2;1239;186801;3085636;186803;207244;649756
k79_6682	
k79_34472	2;1239;186801;3085636;186803;1766253;39491
k79_11444	2;976;200643;171549;815;909656;821
k79_24977	2;1239;186801;3085636;186803;33042;410072
k79_6683	2;976;200643;171549;815;816;818
k79_24978	
k79_6684	2;1239;186801;186802
k79_11445	2;976;200643;171549;2005525;375288;46503
k79_34473	
k79_24979	2;1239;186801;3085636;186803;2569097;39488
k79_6685	
k79_11446	
k79_20535	2;544448;31969;186328;2131;2132;2145;1276220
k79_34474	2;1239;186801;3085636;186803;207244;649756
k79_24980	
k79_20536	2;976;200643;171549;815;909656;821
k79_6686	2;976;200643;171549;815;909656;821
k79_24981	
k79_2267	2;1239;186801;3085636;186803;572511;40520;411459
k79_6687	
k79_24982	2;976;200643;171549
k79_34475	2;1239;186801;3085636;186803;2316020;46228;471875
k79_24983	2;976;200643;171549;815;816;820
k79_11447	
k79_34476	2;976;200643;171549;815;909656;821
k79_24984	2
k79_20537	2;1239;186801;186802;216572;1263;2564099
k79_11448	
k79_34477	
k79_24985	
k79_20538	2;1239;186801;3085636;186803;1506553;29347
k79_11449	
k79_34478	2;976;200643;171549;815;816;820
k79_6688	2;1239;186801;3085636;186803;841;301301
k79_24986	2;1239;186801;3085636;186803;207244;649756
k79_20539	2;1239;186801;3085636;186803;2569097;39488
k79_34479	
k79_6689	2;1239;186801
k79_34480	2;1239;186801;186802;216572;1263;2564099
k79_6690	
k79_34481	2;976;200643;171549;815;909656;821
k79_20540	
k79_24987	2;1239;186801;3085636;186803;2569097;39488
k79_34482	
k79_24988	
k79_20541	2;1239;186801;3085636;186803;189330;88431
k79_6691	2;1239;91061
k79_20542	
k79_24989	2;976;200643;171549;2005525;375288;46503
k79_20543	
k79_6692	2;976;200643;171549;815;909656;821
k79_24990	2;1239;1737404;1737405;2992719;2794837;45497;1288971
k79_6693	
k79_24991	2;1239;186801;3085636;186803;2569097;39488
k79_20544	
k79_6694	2;976;200643;171549;815;909656;821
k79_20545	2;1239;186801;186802;216572;2892396;2714353
k79_24992	
k79_6695	
k79_34483	2;1239;186801
k79_6696	
k79_24993	
k79_6697	2;976;200643;171549;815;909656;821
k79_24994	2;1239
k79_34484	2;1239;186801;186802;216572;2892396;2714355
k79_20546	
k79_6698	2;1239;186801;3085636;186803
k79_24995	
k79_20547	
k79_6699	
k79_34485	2;976;200643;171549;815;816;820
k79_20548	2;976;200643;171549;815;816;820
k79_24996	2;1239;186801;3085636;186803;207244;649756
k79_34486	
k79_20549	2;976;200643;171549;815;816;820
k79_6700	2;1239;186801;3085636;186803;2569097;39488
k79_34487	
k79_20550	
k79_20551	2;1239;186801;186802;216572;2892396;2714353
k79_34488	2;976;200643;171549;815;816;820
k79_15870	2;1239;186801;3085636;186803;3342669;45851
k79_6701	
k79_2268	
k79_34489	2;976;200643;171549;815;816;28111
k79_24997	2;976;200643;171549;815;909656;821
k79_6702	
k79_24998	
k79_34490	2;1239;186801;186802;216572;2892396;2714353
k79_15871	2;1239
k79_2269	2;1239;186801;3085636;186803;2569097;39488
k79_15872	2;976;200643;171549;815;816;28111
k79_2270	2;1239;186801
k79_34491	2;1239;186801;3085636;186803;2569097;39488
k79_24999	
k79_2271	2;1239;186801;3085636;186803;207244;649756;649757
k79_6703	2;1239;186801;3085636;186803;2569097;39488
k79_34492	
k79_25000	
k79_6704	2;1239;186801;186802;216572;2591381;2093857
k79_2272	2;1239;186801;3085636;186803;2569097;39488
k79_6705	
k79_2273	
k79_6706	
k79_15873	2;1239;186801;3085636;186803;207244;649756
k79_25001	
k79_34493	2;1239;186801;186802;216572;1263;2564099
k79_2274	
k79_15874	2;1239;186801;186802;216572;2892396;2714353
k79_15875	
k79_2275	
k79_6707	2;1239;186801;186802;216572;1263;2564099
k79_6708	
k79_34494	2;976;200643;171549;815;909656;821
k79_2276	
k79_25002	
k79_2277	2;1239;909932;1843489;31977;39948;2582419
k79_34495	2;1239;186801;3085636;186803;207244;649756;649757
k79_6709	2;1239;91061;186826;33958;1578;2695882
k79_11450	131567
k79_15876	2;976;200643;171549;815;909656;821
k79_6710	
k79_15877	
k79_11451	2;1239;186801;3085636;186803;207244;649756
k79_2278	2;1239;186801;3085636;186803;2569097;39488
k79_15878	2;74201;203494;48461;1647988;239934;239935
k79_34496	2;1239;186801
k79_6711	
k79_2279	2;1239;186801;186802;216572;1263;2564099
k79_34497	
k79_11452	2;1239;186801;3085636;186803;2569097;39488
k79_34498	2;1239;186801;3085636;186803;189330;88431
k79_6712	2;976;200643;171549;815;909656;821
k79_2280	2;1239;186801;3085636;186803;207244;649756
k79_15879	
k79_34499	2;976;200643;171549;815;909656;821
k79_11453	
k79_20552	2;1239;186801;186802;216572;1263;657323
k79_15880	
k79_11454	
k79_6713	
k79_34500	2;1239;186801;3085636;186803;1766253;39491
k79_15881	2;976;200643;171549;815;816;820
k79_20553	2;1239;186801;3085636;186803;2569097;39488
k79_11455	
k79_34501	2;1239;186801;3085636;186803;2569097;39488
k79_15882	2;1239;186801;3085636;186803;207244;649756
k79_6714	2;1239;186801;186802;216572;1263;2564099
k79_15883	2;1239;186801;3085636;186803;2944152;2763670
k79_11456	2;976;200643;171549;815;816;820
k79_15884	2;1239;186801;186802;216572;216851;853
k79_6715	2759;7711;40674;9443;9604;9605;9606
k79_11457	2;1239;186801;3085636;186803;207244;649756
k79_15885	2;976;200643;171549;2005525;375288;387661
k79_6716	2;976;200643;171549;815;909656;821
k79_25003	2;1239;186801;3085636;186803;3342669;45851
k79_15886	
k79_11458	
k79_6717	
k79_20554	2;1239;186801;3085636;186803;572511
k79_25004	2;976;200643;171549;815;909656;821
k79_15887	2;976;200643;171549;815;909656;821
k79_20555	
k79_11459	2;976;200643;171549;815;816
k79_6718	
k79_25005	2;1239;186801;3085636;186803
k79_29507	2;1239;186801;3085636;186803;3342669;45851
k79_20556	
k79_25006	2;976;200643;171549;2005525;375288;46503
k79_11460	2;976;200643;171549;815;909656;821
k79_15888	2;1239;186801;3085636;186803;841;1261634
k79_20557	2;1239;186801;3085636;186803;28050;39485
k79_2281	2;1239;186801;186802;216572;2892396;2714353
k79_25007	2;976;200643;171549;815;909656;821
k79_29508	2;1239;186801;3085636;186803;572511
k79_20558	2;1239;186801;3085636;186803;2569097;39488
k79_29509	2;976;200643;171549;815;816
k79_25008	2;976;200643;171549;815;909656;821
k79_2282	2;976;200643;171549;815;816
k79_6719	
k79_20559	2;1239;186801;186802;216572;216851;3030639
k79_29510	2;976;200643;171549;815;816;820
k79_15889	2;976;200643;171549;815;909656;821
k79_6720	
k79_15890	
k79_29511	2;976;200643;171549;815;816;820
k79_2283	
k79_25009	
k79_20560	2;976;200643;171549;815;816;291644
k79_15891	2;976;200643;171549;815;909656;821
k79_25010	
k79_29512	
k79_11461	2;976;200643;171549;815;909656;821
k79_15892	2;976;200643;171549;815;816;246787
k79_25011	
k79_29513	
k79_6721	2;1239;186801;3085636;186803;207244;649756
k79_11462	2;976;200643;171549;815;909656;821
k79_20561	2;1239;186801;186802;216572;1263;2564099
k79_29514	2;976;200643;171549;2005525;375288;823
k79_20562	
k79_11463	
k79_25012	2;1239;186801;3085636;186803;207244;649756
k79_6722	2;976;200643;171549;815;909656;821
k79_2284	2;976;200643;171549;815;816;820
k79_20563	
k79_11464	2;976;200643;171549;815;909656;821
k79_6723	2;976;200643;171549;171552;2974251;165179
k79_20564	
k79_2285	2;976;200643;171549;815;816;820
k79_11465	
k79_20565	2;1239;186801;3085636;186803;33042;116085
k79_11466	
k79_2286	2;1239;186801;3085636;186803;207244;649756
k79_6724	2;1239;186801;3085636;186803
k79_29515	2;1239;186801;186802;216572;1263;2564099
k79_20566	
k79_6725	2;976;200643;171549;815;816;820
k79_25013	2;1239;186801;186802;216572;1263;2564099
k79_29516	2;976;200643;171549;815;816;820
k79_15893	
k79_11467	2;1239;186801;186802;216572;216851;853
k79_6726	2;1239;186801;3085636;186803;2569097;39488
k79_20567	
k79_2287	2;976;200643;171549;815;909656;357276
k79_11468	
k79_6727	2;1239;186801;186802;31979;1485;1534
k79_20568	2;1239;186801;3085636;186803;189330;88431
k79_25014	2;976;200643;171549
k79_6728	
k79_11469	
k79_2288	2;1239;186801;3085636;186803;572511;89014
k79_6729	2;976;200643;171549;815;816;820
k79_2289	2;1239;186801
k79_6730	2;976;200643;171549;815;909656;821
k79_20569	2;1239;186801;3085636;186803;189330;88431
k79_25015	
k79_6731	
k79_2290	
k79_25016	
k79_6732	
k79_2291	
k79_20570	
k79_25017	
k79_6733	2;1239;186801;3085636;186803;1766253;39491;657317
k79_6734	2;976;200643;171549;815;909656;821
k79_20571	2;1239;186801;3085636;186803;2569097;39488
k79_25018	2;1239;186801;3085636;186803;207244;649756
k79_6735	2;1239;186801;3085636;186803
k79_25019	
k79_6736	
k79_15894	131567
k79_20572	
k79_6737	2;976;200643;171549;815;909656
k79_25020	2;976;200643;171549;815;816
k79_15895	
k79_6738	2;1239;909932;1843489;31977;39948
k79_25021	2;1239;186801;3085636;186803
k79_6739	2;1239;186801;186802;216572;1263;2564099
k79_15896	
k79_25022	2;1239;186801;3085636;186803;572511
k79_6740	
k79_15897	2;976;200643;171549;815;909656;821
k79_6741	2;1239;186801;3085636;186803;2569097;39488
k79_25023	
k79_25024	2;976;200643;171549
k79_29517	
k79_15898	2;1239;186801;186802;216572;2892396;2714353
k79_11470	2759;7711;40674;9443;9604;9605;9606
k79_25025	
k79_15899	
k79_6742	2;1239;186801;186802;216572;1263;2564099
k79_15900	
k79_25026	
k79_34502	2;1239;186801;186802;31979;1485
k79_20573	2;1224;28211;356;41294;374;1355477
k79_15901	2;1239;186801;3085636;186803;33042;410072
k79_34503	2;1239;186801;186802;216572;2892396;2714353
k79_20574	
k79_15902	
k79_25027	2;1239;186801;3085636;186803;207244;649756
k79_34504	2;1224;1236;2887326;468;469;28090
k79_15903	
k79_20575	
k79_20576	2;976;200643;171549
k79_25028	
k79_34505	2;1239;186801;3085636;186803;2944152;2763670
k79_15904	2;976;200643;171549;815;909656;821
k79_15905	
k79_34506	
k79_6743	2;1239;186801;3085636;186803;2569097;39488
k79_15906	2;1239;186801;186802;216572;1263;2564099
k79_34507	2;976;200643;171549;815;816;820
k79_25029	
k79_29518	2;1224;1236;118969;444;445;446
k79_6744	2;1239;186801;3085636;186803;2569097;39488
k79_34508	2;1239;186801;3085636;186803;207244;649756;649757
k79_25030	
k79_20577	
k79_15907	
k79_25031	
k79_20578	
k79_15908	2;1239;186801;3085636;186803;189330;88431
k79_6745	2;1239;186801;3085636;186803;207244;649756
k79_34509	2;1239;186801;3085636;186803;189330;88431
k79_25032	
k79_20579	2;1239;186801;3085636;186803;2944152;2763670
k79_6746	2;1239;186801;186802;216572;1263;2564099
k79_34510	2;976;200643;171549;815;909656;821
k79_6747	
k79_15909	2;976;200643;171549;815;816
k79_20580	2;976;200643;171549;815;909656;821
k79_34511	2;1239;186801;3085636;186803;207244;649756
k79_6748	2;1239;186801;3085636;186803;189330;88431
k79_34512	2;1239;186801;186802;216572;216851;2929489
k79_15910	
k79_20581	2;1239;186801;186802;216572;1263;2564099
k79_34513	2;976;200643;171549;815;909656;821
k79_6749	2;1239;909932;1843489;31977;39948
k79_20582	
k79_6750	
k79_15911	
k79_34514	2;976;200643;171549;815;909656;821
k79_25033	2;976;200643;171549;815;909656;821
k79_6751	
k79_20583	2;1239;186801;3085636;186803;2569097;39488
k79_34515	
k79_6752	2;976;200643;171549;815;909656;821
k79_25034	
k79_6753	
k79_34516	2;976;200643;171549;815;909656;821
k79_20584	2;1239;186801;186802;216572;1263;2564099
k79_34517	2;976;200643;171549;815;816
k79_25035	2
k79_15912	2;1239;186801;3085636;186803;3342669;45851
k79_34518	2;976;200643;171549;815;909656;821
k79_25036	2;1239;186801;3085636;186803;2569097;39488
k79_20585	2;1239;186801;3085636;186803;2569097;39488
k79_6754	2;1239;186801;186802;216572;1263;2564099
k79_25037	2;1239;186801;3085636;186803;2944152;2763670
k79_15913	2;976;200643;171549;815;909656;821
k79_2292	2;976;200643;171549;815;909656;821
k79_20586	
k79_25038	
k79_2293	
k79_34519	2;976;200643;171549;815;816;820
k79_6755	2;976;200643;171549;815;816;820
k79_20587	2;976;200643;171549;815;816;820
k79_25039	2;976;200643;171549;2005525;375288;46503
k79_34520	
k79_2294	
k79_15914	2;1239;186801;186802;216572;1263;2564099
k79_6756	2
k79_20588	
k79_25040	2;1239;186801;3085636;186803;207244;649756;649757
k79_2295	
k79_6757	2;1239;186801;3085636;186803;572511;1796616
k79_20589	
k79_15915	2;976;200643;171549;2005525;375288;46503
k79_34521	2;976;200643;171549;815
k79_2296	2;1239;186801;186802;216572;1263;2564099
k79_25041	2;1239;186801;186802;216572;1263;2564099
k79_15916	
k79_34522	2;1224;28216;32003;206379;914;42353
k79_20590	2;1239;909932;1843489;31977;39948
k79_2297	2;1239;91061;1385;90964;1279;1286
k79_25042	
k79_15917	2;1239;186801;186802;216572;1263;2564099
k79_20591	
