contigs	predictions
k79_19250	2;976;117743;200644;49546;143222;270918
k79_10135	
k79_33118	2;1239;186801;186802;216572;1263;2564099
k79_19251	2;1239;186801;186802;3082771;1738645;2507162
k79_33119	
k79_19252	2;976;200643;171549;815;816;820
k79_33120	
k79_19253	2;1239;186801;3085636;186803;33042;410072
k79_33121	
k79_28325	2;1239;186801;3082720;186804;1870884;1496
k79_19254	2;1239;186801;186802;216572;2892396;2714355
k79_10136	2;976;117743;200644;49546;143222;270918
k79_33122	2;976;200643;171549;815;909656;821
k79_28326	2;1239;186801;3085636;186803;2569097;39488
k79_5425	2;976;200643;171549;815;909656;821
k79_19255	
k79_33123	2;976;200643;171549;815;909656;821
k79_10137	
k79_5426	2;1239;186801;3085636;186803;207244;649756
k79_33124	
k79_10138	2;1239;186801;186802;216572;2892396;2714353
k79_28327	
k79_10139	2;976;200643;171549;2005525;375288;46503
k79_5427	2
k79_33125	
k79_19256	
k79_10140	
k79_28328	2;976;200643;171549;815;816;820
k79_19257	
k79_10141	
k79_33126	2
k79_28329	2;1239;186801;3085636;186803;189330;88431
k79_19258	2;976
k79_10142	
k79_33127	
k79_28330	2;976;200643;171549;171550;239759;2585118
k79_19259	
k79_10143	2;1239;186801;3085636;186803;572511
k79_33128	2;1239;186801;3085636;186803;207244;649756
k79_10144	
k79_33129	
k79_28331	2;1239;186801;186802;216572;1263;2564099
k79_10145	2;976;200643;171549;815;909656
k79_33130	2;976;200643;171549;815;816;820
k79_19260	2;976;200643;171549;815;909656;821
k79_28332	2;976;200643;171549;815;909656;821
k79_10146	2;976;200643;171549
k79_33131	
k79_28333	2;1239;186801;3085636;186803;572511;40520;657314
k79_33132	2;976;200643;171549;815;816;820
k79_28334	2;1239;186801;186802;216572;1263;2564099
k79_33133	2;976;200643;171549;815;816;820
k79_19261	2;976;200643;171549;815;909656;821
k79_28335	2;976;200643;171549;815;816;47678
k79_33134	2;976;200643;171549;815;909656;821
k79_19262	2157;28889;183924;2281;118883;69655;69656
k79_28336	2;1239;186801;186802;216572;1263;2564099
k79_33135	2;976;200643;171549;815;909656;821
k79_19263	
k79_33136	2;976;200643;171549;2005525;375288;46503
k79_19264	2;976;200643;171549;815;909656;821
k79_33137	2;976;200643;171549;815;909656;821
k79_19265	2;976;200643;171549
k79_33138	
k79_33139	2;976;200643;171549;815;909656;821
k79_19266	2;1239;186801;3085636;186803;207244;649756
k79_23729	2;976;200643;171549;815;909656;821
k79_19267	2;1239;186801;3085636;186803;2569097;39488
k79_23730	2;976;200643;171549
k79_19268	
k79_23731	
k79_33140	
k79_19269	2;1239;186801;3085636;186803;2569097;39488
k79_23732	2;1239;186801;186802;216572;2892396;2714353
k79_19270	2;1239;186801;3085636;186803;2569097;39488
k79_33141	2;976;200643;171549;815;816;818
k79_28337	2;1239;186801;186802;2937909
k79_23733	2;1239;186801;3085636;186803
k79_19271	2;976;200643;171549;815;909656;821
k79_33142	2;976;200643;171549;815;909656
k79_28338	
k79_23734	2;1239;186801;3085636;186803;2569097;39488
k79_33143	2;1239;91061;186826;81852;1350;1352
k79_33144	
k79_28339	2;976;200643;171549;815;909656;821
k79_23735	2;1239;186801;3085636;186803;207244;649756
k79_33145	
k79_23736	2;1239;186801;3085636;186803;2569097;39488
k79_28340	
k79_33146	2;976;200643;171549;815
k79_23737	2;976;200643;171549;2005525;375288;46503
k79_28341	2;976;200643;171549;815;909656;821
k79_23738	2;1239;186801;3085636;186803;2569097;39488
k79_33147	
k79_811	2;1239;186801;3085636;186803;1766253;39491;657317
k79_19272	2;1239;186801;186802;216572;2892396;2714355
k79_23739	2;1239;186801;3085636;186803;189330;88431
k79_33148	2;976;200643;171549
k79_23740	2;976;200643;171549;815;909656;821
k79_19273	2;1239;186801;186802;216572;2892396;2714353
k79_33149	
k79_23741	2;976;200643;171549;815;909656;821
k79_19274	2;976;200643;171549;815;816
k79_33150	
k79_812	2;544448;31969;186329;2146;2903106;29552
k79_33151	2;1239;186801;186802;216572;1263;2564099
k79_23742	
k79_10147	2;1239;186801;3085636;186803;3342669;45851
k79_19275	
k79_813	
k79_5428	2;1224;1236;135622;267889;28228;58049
k79_10148	2;1239;186801;186802;216572;216851
k79_23743	2;976;200643;171549;815;909656;821
k79_814	2;1239;91061;1385;90964;2803850;71237
k79_10149	2;1239;186801;3085636;186803;2569097;39488
k79_5429	2;976;200643;171549;815;909656;821
k79_815	
k79_23744	
k79_19276	2;1239;186801;3085636;186803;207244;649756;649757
k79_23745	2;976;200643;171549;815;816;820
k79_5430	2;1239;186801;186802;216572;1263;2564099
k79_19277	
k79_816	
k79_10150	
k79_23746	2;1239;186801;3085636;186803;572511
k79_5431	2;976;200643;171549;815;909656;821
k79_10151	2;976;200643;171549;815;816;820
k79_19278	2;1239;186801;3085636;186803;189330;88431
k79_5432	2;1239;909932;1843489;31977;39948;2582419
k79_10152	2;74201;203494;48461;1647988;239934;239935
k79_23747	
k79_19279	2;1224;28211;204455;2854170;97050;2793010
k79_28342	2;976;117743;200644;2762318;308865
k79_5433	
k79_817	
k79_5434	
k79_19280	2;1239;186801;3085636;186803;207244;649756
k79_28343	
k79_19281	
k79_23748	2;1224;1236;2887326;468;469;2715164
k79_818	2;976;200643;171549
k79_28344	2;1239;186801;3085636;186803;207244;649756
k79_5435	
k79_19282	2;1239;186801;3085636;186803;2569097;39488
k79_819	2;1239;186801;3085636;186803;207244;649756
k79_23749	2;1239;186801;3085636;186803;207244;649756
k79_5436	2;1239;186801;3085636;186803;2569097;39488
k79_19283	2;976;200643;171549;815;816;820
k79_23750	
k79_820	2;1239;186801;186802;216572;1905344;1550024
k79_33152	2;1239;186801;3085636;186803;2944152;2763670
k79_23751	2;1239;186801;186802;216572;1263;2564099
k79_19284	
k79_28345	
k79_821	
k79_33153	2;1239;186801;186802;186806;1730;53442
k79_10153	2;1239;186801;3085636;186803
k79_33154	2;1239;186801;3085636;186803;189330;88431
k79_10154	2;1239;186801;3085636;186803;2569097;39488
k79_28346	
k79_822	2;1239;186801;3085636;186803;207244;649756
k79_33155	2;1239;186801;186802;216572;2892396;2714355
k79_28347	
k79_33156	2;1239;186801;186802;216572;1263;2564099
k79_28348	2;1239;186801;3085636;186803;28050;39485
k79_823	
k79_33157	
k79_28349	2;1239;186801;3085636;186803;2944152;2763670
k79_824	2;976;200643;171549;815;909656;821
k79_28350	2;1239;186801;3085636;186803
k79_825	2;976;200643;171549;815;816;820
k79_33158	
k79_28351	
k79_33159	
k79_826	
k79_33160	2;1239;186801;3085636;186803;3342669;45851
k79_28352	2;1239;186801;3085636;186803;2569097;39488
k79_33161	2;976;200643;171549;815
k79_827	
k79_10155	
k79_828	2;976;200643;171549;2005525;375288;46503
k79_28353	2;1239;186801;3085636;186803;2569097;39488
k79_33162	2;976;200643;171549;815;909656;821
k79_10156	
k79_28354	2;976;200643;171549
k79_33163	2;1239;186801;3085636;186803;207244;649756
k79_33164	
k79_10157	2;1239;186801;3085656;3085657;2039302;1981510
k79_33165	2;976;200643;171549;815;816;820
k79_10158	
k79_33166	2;1239;91061;1385
k79_10159	2;976;200643;171549;815;909656;821
k79_33167	2;1239;186801;3085636;186803;2569097;39488
k79_33168	
k79_33169	2;976;200643;171549;815;909656;821
k79_10160	2;976;200643;171549;815;909656;821
k79_10161	2;1239;186801;186802;216572;1263;2564099
k79_10162	2;1239;186801;186802;216572;2892396;2714353
k79_10163	2;976;200643;171549;815;909656;821
k79_10164	2;976;200643;171549;815;909656;821
k79_10165	
k79_14466	2;1239;186801;3085636;186803;3342669;45851
k79_10166	2;1239;186801;3085636;186803;2944152;2763670
k79_5437	
k79_14467	2;1239;186801;3085636;186803;33042;410072
k79_5439	2;544448
k79_14468	2;1224;28211
k79_14469	2;976;200643;171549;815;816;47678
k79_10167	
k79_19285	
k79_14470	2;976;200643;171549;815;909656;821
k79_5440	2;976;200643;171549;815;816;818
k79_14471	2;1239;186801;186802;216572;1263;2564099
k79_5441	
k79_14472	2;1239;186801;3085636;186803;189330;88431
k79_5442	2;976;200643;171549;815;816;820
k79_19286	
k79_5443	2;976;200643;171549;815;816;820
k79_14473	2;976;200643;171549;815;909656;821
k79_19287	2;976;200643;171549;2005525;375288;46503
k79_14474	2;1239;186801;3085636;186803;572511
k79_19288	2;1239;186801;186802;216572;2892396;2714353
k79_5444	2;1239;186801;3085636;186803;207244;649756
k79_19289	2;1239;186801;3085636;186803;2569097;39488
k79_5445	
k79_14475	2;1239;186801;3085636;186803;189330;88431
k79_5446	
k79_14476	2;976;200643;171549;815;816;28111
k79_33170	2;1239;186801;186802;216572;1263;2564099
k79_19290	2;1239;186801;186802;3047432;3047433;2086585
k79_19291	
k79_10168	2;1239;186801;3085636;186803;207244;649756
k79_33171	
k79_5447	2;976;200643;171549;815;909656;821
k79_23752	2;976;200643;171549;2005525;375288;46503
k79_19292	2;1239;186801;186802;31979;1485;1491
k79_10169	2;976;200643;171549;815;909656;821
k79_5448	2;976;200643;171549;815;909656;821
k79_33172	2;976;200643;171549;815;909656;821
k79_19293	2;976;200643;171549;815;909656;821
k79_10170	
k79_33173	
k79_23753	2;976;200643;171549;815;909656;821
k79_19294	
k79_23754	2;976;200643;171549;1853231;283168;28118
k79_33174	2;1239;186801;3085636;186803;207244;649756
k79_19295	2;1239;186801
k79_10171	2;1239;186801;3085636;186803;2569097;39488
k79_19296	2;1239;909932;1843489;31977;39948;2582419
k79_10172	2;976;200643;171549;815;816;820
k79_5449	2;1239;186801;186802;216572;216851;2929489
k79_23755	
k79_5450	2;1239;186801;186802;216572;1263;2564099
k79_10173	
k79_19297	2;1239;186801;186802;216572;1263;2564099
k79_10174	2;1239;186801;186802;31979;44258;2576307
k79_10175	
k79_5451	2;976;117743;200644;49546;237;55197;1034807
k79_23756	2;1239;186801;186802;216572;1263;2564099
k79_19298	2;976;200643;171549;815;816;2650158
k79_10176	2;1239;186801;186802;216572;1263;2564099
k79_829	2;1239;186801;186802;216572;2892396;2714353
k79_10177	
k79_5452	2;1239;186801;186802;216572;1263;2564099
k79_23757	
k79_830	2;1239;186801;3085636;186803;207244;649756
k79_10178	
k79_23758	2;1239;186801;3085636;186803;2569097;39488
k79_831	
k79_10179	
k79_832	2;976;200643;171549;815;816
k79_23759	2;976;200643;171549;815;816;820
k79_33175	2;1239;186801;186802;216572;1263;2564099
k79_833	2;976;200643;171549;1853231;574697;2093856
k79_10180	
k79_23760	2;1239;186801;3085636;186803;189330;88431
k79_5453	
k79_33176	2;976;200643;171549;815;909656;821
k79_5454	
k79_33177	
k79_10181	
k79_5455	
k79_33178	
k79_5456	2;976;200643;171549;815;909656;821
k79_23761	2;1239;186801;186802;216572;1263;2564099
k79_10182	
k79_5457	
k79_834	
k79_33179	2;1239;186801;3085636;186803;2569097;39488
k79_14477	2;1239;186801;3085636;186803;3342669;45851
k79_5458	2;1239;186801;3085636;186803;207244;649756;649757
k79_23762	
k79_14478	2;976;200643;171549;815;909656;821
k79_835	2;1239;186801;3085636;186803;207244;649756
k79_33180	2;1239;186801;3085636;186803;207244;649756
k79_5459	2;1239;186801;3085636;186803;207244;649756
k79_23763	2;1239;186801;3085636;186803;2569097;39488
k79_5460	2;976;200643;171549
k79_14479	
k79_10183	
k79_23764	2;1239;91061;186826;33958;1578;2695882
k79_5461	2;1239;186801;3085636;186803;572511;40520;657314
k79_33181	2;976;200643;171549;815;816;820
k79_10184	
k79_5462	
k79_14480	
k79_836	2;1239;186801;3085636;186803;2569097;39488
k79_33182	
k79_33183	2;976;200643;171549;815;816
k79_10185	2;976;200643;171549;815;816;246787
k79_14481	
k79_28355	2;1239
k79_33184	2;1239;186801;3085636;186803;207244;649756;649757
k79_14482	2;976;200643;171549;815;816
k79_837	2;976;200643;171549;815;909656;821
k79_28356	
k79_838	2;976;200643;171549;815;909656;821
k79_5463	2;1239;186801;3085636;186803
k79_28357	
k79_839	2;1239;186801;186802;216572;2892396;2714353
k79_14483	2;976;200643;171549;815;816
k79_28358	2;1239;186801;3085636;186803;2944195;2763669
k79_840	
k79_33185	2;1239;186801;186802;216572;1263;2564099
k79_5464	2;976;200643;171549;2005519;397864;397865;880074
k79_14484	2;1239;186801;3085636;186803;2569097;39488
k79_28359	2;1239;186801;186802;216572;2842531;2780922
k79_5465	
k79_33186	
k79_5466	
k79_14485	
k79_28360	
k79_33187	2;976;200643;171549;815;816;46506
k79_5467	
k79_33188	2;1239;186801;3085636;186803;207244;649756
k79_28361	2;1239;186801;3085636;186803;28050;39485;515620
k79_5468	2;1239;186801;186802;31979;1485;36839
k79_28362	2;1239;186801;186802;216572;1263;2564099
k79_10186	
k79_14486	2;976;200643;171549;815;816;820
k79_841	2;1239;186801;3085636;186803;2569097;39488
k79_10187	2;976;200643;171549;815;909656;821
k79_28363	2;976;200643;171549;815;816;818
k79_842	
k79_33189	2;1239;186801
k79_5469	2;1239;186801;186802;216572;1263;2564099
k79_10188	
k79_843	
k79_14487	
k79_28364	2;1239;186801;3085636;186803;207244;649756
k79_5470	2;976;200643;171549;815;909656;821
k79_844	2;1239;186801;3085636;186803;2569097;39488
k79_10189	
k79_14488	
k79_845	
k79_28365	2;1239;186801;3085636;186803;572511;2479767
k79_5471	2;1239;186801;3085636;186803;2569097;39488
k79_10190	
k79_14489	
k79_28366	2;1239;186801;186802;216572;1263;2564099
k79_846	2;1239;909932;1843489;31977;39948;2582419
k79_5472	2;976;200643;171549;815;909656;821
k79_14490	2;1239;186801;186802;216572;2892396;2714353
k79_28367	2;976;200643;171549;815;816;820
k79_19299	2;1239;186801;186802;31979;1485
k79_33190	
k79_10191	
k79_14491	2;976;200643;171549;815;909656;821
k79_33191	2;1239;186801;3085636;186803;2944152;2763670
k79_28368	
k79_10192	2;1239;186801;3085636;186803;207244;649756
k79_14492	2;1239;186801;186802;31979;1485;1491
k79_33192	2;29547;3031852;213849;2771471;202746;2509341
k79_28369	2;1239;186801;186802;216572;292632;214851
k79_10193	2;1239;186801;3085636;186803;572511;40520;411459
k79_19300	2;976;200643;171549;815;909656;821
k79_33193	
k79_14493	2;1239;186801;186802;216572;2892396;2714353
k79_10194	
k79_28370	2;976;200643;171549;815;816
k79_23765	2;1239;186801;3085636;186803;3342669;45851
k79_5473	2;1239;186801;186802;216572;1263;2564099
k79_14494	2;1239;186801;186802;216572;1263;1161942
k79_10195	2;1239;186801;186802;216572;216851
k79_28371	
k79_23766	2;1239;186801;3085636;186803;207244;649756
k79_14495	2;976;200643;171549;171550;239759;328813
k79_10196	
k79_23767	
k79_19301	
k79_28372	
k79_5474	2;976;200643;171549;815;909656;821
k79_10197	
k79_23768	
k79_14496	2;1239;186801;3085636;186803;2569097;39488
k79_5475	2;1239;186801;186802;216572;2892396;2714353
k79_847	2;1239;186801;186802;216572;1263;2564099
k79_10198	
k79_19302	2;1239;186801;3085636;186803;2569097;39488
k79_10199	2;1239;186801;3085636;186803;2944152;2763670
k79_848	2;1239;186801;3085636;186803;2569097;39488
k79_14497	
k79_10200	2;1239;186801;3085636;186803;2569097;39488
k79_28373	2;976;200643;171549
k79_19303	2;1239;186801;3082720;186804;1870884;1496
k79_14498	2;976;200643;171549;815;909656;821
k79_28374	2;1239;186801;3085636;186803;2944152;2763670
k79_19304	
k79_14499	2;1239;186801;3085636;186803;2569097;39488
k79_19305	2;976;200643;171549;815;816
k79_5476	2;1239;186801;3085636;186803;3342669;45851
k79_28375	2;1239;186801;186802;216572;216851;411483
k79_14500	2;1239;186801;186802;216572;1263;2564099
k79_28376	2;976;200643;171549;815;816;820
k79_19306	
k79_14501	2;1239;186801;3085636;186803;2569097;39488
k79_5477	2;1239;186801;3085636;186803;2569097;39488
k79_28377	2;1239;186801;3085636;186803;2569097;39488
k79_19307	
k79_28378	2;1239;186801;3085636;186803;2569097;39488
k79_19308	2;976;200643;171549;815;816;820
k79_5478	2;1239;186801;3085636;186803;572511
k79_28379	2;1239;186801;3085636;186803;2944152;2763670
k79_14502	2;1239;186801;3085636;186803;33042;116085
k79_849	2;1224;1236;135623;641;657;38293
k79_5479	2;976;200643;171549;815;909656;821
k79_19309	2;1239;186801;3085636;186803;207244;649756;649757
k79_28380	2;976;200643;171549;815;909656;821
k79_850	
k79_5480	2;976;200643;171549;815;909656;821
k79_19310	2;976;200643;171549;815;909656;821
k79_28381	2;976;200643;171549;815;909656;821
k79_851	
k79_19311	2;1239;186801;186802;216572;1263;2564099
k79_5481	2;1239;186801;186802;216572;2892396;2714353
k79_19312	2;1239;909932;1843489;31977;39948
k79_28382	2;1239;186801;186802;216572;1263;2564099
k79_5482	2;1239;186801;3085636;186803;2569097;39488
k79_19313	
k79_28383	
k79_19314	2;976;200643;171549;171550;239759;214856;679935
k79_5483	2;976;200643;171549;815;909656;821
k79_19315	
k79_14503	2;1239;186801;3085636;186803;572511;53443;476272
k79_33194	2;976;200643;171549;815;816;820
k79_28384	2;976;200643;171549
k79_19316	
k79_33195	2;976;200643;171549;2005525;375288;46503
k79_19317	2;1239;186801;3085636;186803;2569097;39488
k79_33196	2;74201;203494;48461;1647988;239934
k79_14504	
k79_19318	
k79_33197	2;1239;186801;186802;216572;1263;2564099
k79_14505	2;1239;186801;3085636;186803;207244;649756
k79_19319	
k79_28385	2;976;200643;171549;815;909656;821
k79_14506	2;1239;186801;3085636;186803;2569097;39488
k79_19320	2;1239;186801;3085636;186803;2569097;39488
k79_28386	2;976;200643;171549;815;909656;821
k79_33198	2;1239;186801;186802;216572;1263;2564099
k79_28387	
k79_852	2;1239;186801;3085636;186803;189330;39486
k79_33199	
k79_28388	2;976;200643;171549
k79_853	2;1239;186801;3085636;186803;28050;39485
k79_33200	2;1239;186801;3085636;186803;2569097;39488
k79_28389	2;976;200643;171549;815;909656;821
k79_5484	2;1239;186801;3085636;186803
k79_854	
k79_5485	2;1239;186801;3085636;186803;207244;649756
k79_5486	2;1239;186801;3085636;186803;2944152;2763670
k79_5487	
k79_855	2;1239;186801;3085636;186803;2569097;39488
k79_5488	2;1239;186801;186802;216572;216851;853
k79_28390	
k79_5489	2;1239;186801;3085636;186803;2569097;39488
k79_856	2;1239;91061;1385;186817;2837504;1398
k79_33201	2;1239
k79_5490	2;976;200643;171549;815;909656;821
k79_857	2;1239;186801;3085636;186803;2569097;39488
k79_5491	2;1239;526524;526525;2810281;191303
k79_5492	2;1239;186801;3085636;186803;207244;649756
k79_14507	2;976;200643;171549;815;816;820
k79_5493	2;976;200643;171549;815;816;820
k79_858	
k79_28391	
k79_14508	
k79_5494	
k79_859	
k79_33202	
k79_23769	
k79_28392	2;1239;186801;3085636;186803;2569097;39488
k79_5495	
k79_33203	
k79_860	2;1239;186801;3085636;186803;2569097;39488
k79_14509	2;976;200643;171549;815;909656
k79_23770	2;976;200643;171549;815;909656;821
k79_10201	2;1239;186801;3085636;186803;189330;88431
k79_23771	2;29547;3031852;213849;2808963;2321114;1080223
k79_10202	
k79_861	
k79_33204	2;976;200643;171549
k79_5496	2;1239;186801;186802;216572;1263;2564099
k79_10203	
k79_28393	2;1239;186801;3085636;186803;189330;88431
k79_862	2;976;200643;171549;815;816;817
k79_23772	2;1239;186801;3085636;186803;2569097;39488
k79_5497	
k79_10204	2;976;200643;171549;2005525;375288;46503
k79_33205	2;976;200643;171549;815;909656;821
k79_14510	2;1239;186801;3085636;186803;33042;116085
k79_23773	
k79_863	2;1239;186801;3085636;186803;207244;649756
k79_33206	2;1239;186801;3085636;186803;207244;649756
k79_23774	2;1239;186801;186802;216572;1263;2564099
k79_14511	2;976;200643;171549;815;909656;821
k79_10205	2;1239;186801;186802;216572;1263;2564099
k79_28394	2;1239;186801;3085636;186803;189330;88431
k79_5498	2;976;200643;171549;815;816;820
k79_33207	
k79_864	2;1239;186801;186802;216572;1263;2564099
k79_14512	2
k79_28395	2;976;200643;171549;815;816
k79_5499	2;1239;186801;3085636;186803;189330;88431
k79_23775	2;1239;186801;3085636;186803;207244;649756
k79_10206	
k79_14513	2;976;200643;171549;815;816;371601
k79_865	2;976;200643;171549;815;816;820
k79_28396	2;976;200643;171549;2005525;375288;46503
k79_5500	2;1239;186801;3085636;186803;207244;649756
k79_33208	2;976;200643;171549;815;909656;821
k79_10207	2;1239;186801;3085636;186803;1766253;39491
