contigs	predictions
k79_85329	2;1239;186801;3085636;186803;572511;418240;1121115
k79_24442	2;976;117743;200644;49546;292691;1913577
k79_73166	
k79_12271	
k79_70	2;1239;186801;3085636;186803;207244;649756
k79_36650	
k79_24443	2;976;200643;171549;815;816;820
k79_73167	2;1239;186801;3085636;186803;1766253;39491
k79_48797	
k79_85330	2;976;200643;171549;815;816;291644
k79_24444	2;976;200643;171549;815;816;28111
k79_73168	2;1239;186801;3085636;186803;189330;88431
k79_85331	
k79_71	2;1239;186801;186802;216572;216851;2929491
k79_24445	
k79_72	2;1239;186801;3085636;186803;2316020;46228;471875
k79_85332	
k79_36651	2;976;200643;171549;815;816;820
k79_73169	2;1239;909932;1843488;909930;33024;33025
k79_36652	2;1239;186801;3085636;186803;2316020;33039
k79_36653	
k79_73170	
k79_24446	2;976;200643;171549;815;909656;821
k79_85333	2;976;200643;171549;2005525;375288;823
k79_36654	2;1239;186801;3085636;186803;33042;410072
k79_48798	2;1239;186801;186802;216572;216851
k79_73	2;1239;526524;526525;2810280;2678885;1982626
k79_85334	2;1239;186801;186802;216572;1263;1160721
k79_24447	2;1239;186801;3085636;186803;2316020;33039;657313
k79_36655	
k79_85335	2;976;200643;171549;815
k79_85336	2;1239;186801;3085636;186803;189330;39486
k79_36656	2;1239;186801;186802;216572
k79_48799	2;1239;186801;3085636;186803;572511;418240;1121115
k79_85337	2;1239;186801;3085636;186803;1766253;39491
k79_12272	2157;28890;183925;2158;2159;2172;2173
k79_48800	2;1239;186801;3085636;186803;2316020;33039;657313
k79_85338	2;976;200643;171549;2005525;375288;823
k79_36657	2;1239;526524;526525;2810280;2678885;1982626
k79_85339	2;1239;186801;186802
k79_36658	2;1239;186801;3085636;186803;189330;88431
k79_74	2;976;200643;171549;815;816;820
k79_85340	2
k79_36659	2;976;200643;171549;2005525;375288
k79_24448	2;976;200643;171549;815;816;2528203
k79_75	2;1239;186801;3085636;186803;207244;649756
k79_24449	
k79_12273	2;1239;186801;186802;216572;1263;2608920
k79_76	
k79_36660	
k79_85341	
k79_12274	
k79_85342	
k79_77	
k79_36661	2;1239;186801;186802;216572;216851;2929494
k79_12275	2;976;200643;171549;815;909656;821
k79_12276	131567
k79_85343	2;976;200643;171549
k79_36662	
k79_78	
k79_73171	2;1239;186801;3085636;186803;33042;33043
k79_85344	
k79_12277	2;976;200643;171549;815;909656;821
k79_73172	
k79_85345	
k79_24450	
k79_60985	
k79_24451	
k79_12278	
k79_85346	2;976;200643;171549;815;816;820
k79_73173	
k79_36663	2;976;200643;171549;2005525;375288;823
k79_24452	2;976;200643;171549;815;816;28111
k79_60986	2;1239;186801;3085636;186803;2316020;33039;657313
k79_36664	2;1239;186801;3085636;186803;2316020;46228;471875
k79_85347	
k79_24453	2;1239;186801;3085636;186803;207244;649756
k79_12279	
k79_24454	2;1239;186801;186802;216572;946234;292800
k79_85348	
k79_73174	
k79_36665	2;1239;186801;3085636;186803;207244;649756;649757
k79_85349	
k79_36666	2;1239;186801;3085636;186803;572511;2877527
k79_85350	
k79_73175	2;1239;186801;3085636;186803;207244;649756
k79_12280	2;1239;186801;3085636;186803;2316020;46228;471875
k79_24455	2;1239;186801;186802;216572;2892396;2714355
k79_36667	2;976;200643;171549;815;816;820
k79_12281	2;1239;186801;3085636;186803;2316020;33039
k79_85351	2;1239;186801;186802;186806;1730;39496
k79_36668	
k79_85352	
k79_36669	2;976;200643;171549;815;909656;821
k79_73176	
k79_24456	2;1239;186801;3085636;186803;1766253;39491
k79_60987	2;1239;526524;526525;2810280;2678885;1982626
k79_85353	2;1239;909932;1843488;909930;33024;33025
k79_36670	2;1239;186801;3085636;186803;189330;39486
k79_73177	
k79_12282	2;1239;186801;3085636;186803;207244;649756;649757
k79_85354	2;1239;186801;3085636;186803;207244;649756
k79_60988	
k79_73178	
k79_36671	
k79_60989	
k79_24457	2;976;200643;171549;2005525;375288;2951805
k79_85355	
k79_12283	
k79_73179	2;1239;186801;3085636;186803;572511;2479767
k79_24458	2;976;200643;171549;815;909656
k79_73180	2;976;200643;171549;815;909656;387090
k79_36672	2;976;117747;200666;84566;28453;1538644
k79_60990	2;976;200643;171549;815;816;820
k79_12284	2;1239;186801;3085636;186803;33042;410072
k79_36673	2;1239;186801;3085636;186803;2316020;33039;657313
k79_36674	2;976;200643;171549;815;909656;376805;667015
k79_36675	2;1239;186801;3085636;186803;2316020;33039;657313
k79_85356	2;976;200643;171549;815;816;820
k79_48801	2;976;200643;171549;815;816;817
k79_36676	
k79_48802	2;1239;186801;3085636;186803;207244;649756
k79_85357	2;1239;186801;3085636;186803;1766253;39491;657318
k79_60991	2;976;200643;171549;815;909656;387090
k79_60992	
k79_48803	2;1239;186801;186802;216572;216851;411483
k79_36677	
k79_48804	2;1239;186801;3085636;186803;572511;418240;1121115
k79_73181	2;1239;186801;3085636;186803;1766253;39491;657317
k79_60993	
k79_48805	
k79_73182	2;74201;203494;48461;1647988;239934;239935
k79_36678	2;976;200643;171549;815;816;820
k79_48806	
k79_60994	2;201174;1760;85004;31953;1678;28026
k79_85358	2;1239;186801;3085636;186803;2944193;2763672
k79_36679	
k79_73183	
k79_79	
k79_85359	
k79_24459	
k79_85360	2
k79_80	2;976;200643;171549;815;816;820
k79_36680	
k79_24460	
k79_81	2;976;200643;171549;2005525;375288;46503
k79_85361	
k79_24461	
k79_48807	2;1239;186801;3085636;186803;2316020;33039;657313
k79_73184	2;1239;526524;526525;2810280;2678885;1982626
k79_60995	2;1239;186801;186802;216572;1263;1160721
k79_24462	2;1239;909932;1843488;909930;33024;33025
k79_48808	
k79_24463	2;976;200643;171549;2005525;375288;823
k79_60996	2;1239;186801;3085636;186803;572511;418240;1121115
k79_82	2;1239;186801;3085636;186803;572511;418240;1121115
k79_60997	2;1239;186801;3085636;186803;572511;418240;1121115
k79_24464	2;1239;186801;3085636;186803;2316020;46228;471875
k79_60998	2;1224;1236;135622;72275;226;1479524
k79_83	2;976;200643;171549;815;909656;821
k79_73185	2;976;200643;171549;815;816;820
k79_60999	2;976;200643;171549;2005525;375288;823
k79_48809	2;1239;186801;3085636;186803;572511;418240;1121115
k79_36681	
k79_24465	
k79_73186	2;1239;186801;186802;186806;1730;39496
k79_85362	2;1239;186801;3085636;186803
k79_48810	2;1239;186801;3085636;186803;2316020;33039;657313
k79_24466	2;1239;186801;3085636;186803;572511;418240;1121115
k79_85363	2;1239;186801;3085636;186803;2316020;33039;657313
k79_84	2;1239;526524;526525;2810280;2678885;1982626
k79_85364	
k79_85	2;976;200643;171549;815;816;28111
k79_85365	
k79_86	2;976;200643;171549;815;816;820
k79_85366	2;976;200643;171549;2005523;346096;185300;694427
k79_24467	2;1239;186801;3085636;186803;2316020;33038
k79_87	2;1239;186801;3085636;186803;207244;649756
k79_61000	2;1239;186801;3085636;186803;2316020;33039
k79_85367	
k79_85368	2;1239;186801;3085636;186803;33042;116085
k79_88	2;1239;186801;3085636;186803;2569097;39488
k79_73187	2;1239;186801;186802;216572;2834348;2666138
k79_24468	2;1239;186801;3085636;186803;572511;40520;657314
k79_73188	2;1239;186801;3085636;186803;207244;649756
k79_24469	
k79_36682	
k79_89	2;1239;186801;3085636;186803;207244;649756
k79_36683	
k79_90	2;1239;526524;526525;2810280;2678885;1982626
k79_85369	2;1239;526524;526525;2810280;2678885;1982626
k79_73189	2;1239;526524;526525;2810280;2678885;1982626
k79_36684	2;1239;526524;526525;2810280;2678885;1982626
k79_85370	2;1239;186801;3085636;186803;2569097;39488
k79_91	2;976;200643;171549;2005525;375288;46503
k79_73190	2;976;200643;171549;815;816;820
k79_24470	2;1239;526524;526525;2810280;2678885;1982626
k79_36685	
k79_85371	
k79_73191	2;976;200643;171549;2005525;375288
k79_48811	2;1239;526524;526525;2810280;2678885;1982626
k79_36686	
k79_92	
k79_73192	
k79_85372	
k79_48812	
k79_12285	2;1239;186801;186802;186806;1730;39496
k79_36687	2;1239;186801;186802;186806;1730;39496
k79_73193	2;1239;186801;3085636;186803;1766253;39491;657318
k79_12286	2;976;200643;171549;815;816;28111
k79_85373	
k79_24471	2;1239;186801;3085636;186803;2316020;33039;657313
k79_73194	
k79_93	2;1239;186801;3085636;186803;572511;418240;1121115
k79_24472	2;1239;186801;3085636;186803;33042;410072
k79_94	
k79_12287	
k79_24473	2;1239;186801;3085636;186803;207244;649756
k79_12288	2;1239;186801;3085636;186803;841;1261634
k79_12289	2;976;200643;171549;815;816;28111
k79_73195	2;976;200643;171549;815;816;820
k79_36688	2;1239;186801;3085636;186803;2316020;46228;471875
k79_24474	2;1239;186801;3085636;186803;2316020;46228;471875
k79_73196	2;976;200643;171549;2005525;375288
k79_73197	2;976;200643;171549;2005525;375288;823
k79_12290	
k79_95	2;1239;186801;3085636;186803;572511;418240;1121115
k79_36689	
k79_61001	2;1239;186801;186802;186806;1730;39496
k79_12291	
k79_85374	2;1239
k79_73198	2;1239;186801;3085636;186803;33042;410072
k79_61002	
k79_36690	
k79_73199	
k79_85375	
k79_24475	
k79_73200	
k79_12292	
k79_85376	2;1239;186801;3085636;186803;207244;649756;649757
k79_24476	
k79_36691	
k79_12293	
k79_61003	2;74201;203494;48461;1647988;239934;239935
k79_24477	2;976;200643;171549;815;909656;821
k79_36692	
k79_12294	
k79_36693	2;976;200643;171549;815;909656;821
k79_96	2;976;200643;171549;815;816;3117552
k79_61004	2;1239;186801;3085636;186803;1766253;39491
k79_12295	2;1239;186801;3085636;186803;2569097;39488
k79_85377	2;1239;186801;3085636;186803;572511;418240;1121115
k79_36694	2;1239;186801;3085636;186803;207244;649756
k79_97	2;1239;186801;3085636;186803;572511;418240;1121115
k79_61005	2;1239;186801;186802;216572;216851;853;718252
k79_85378	
k79_36695	2;1239;186801;3085636;186803;2316020;46228;471875
k79_73201	2;1239;186801;3085636;186803;2316020;33038
k79_98	
k79_61006	
k79_36696	
k79_85379	2;976;200643;171549;815;909656;821
k79_99	2;1239;186801;3085636;186803;572511;418240;1121115
k79_73202	2;1239;186801;3085636;186803;572511
k79_61007	2;1239;186801;186802;186806;1730;39496
k79_85380	2;1239;186801;186802;216572;1263;657323
k79_61008	2;1239;186801;186802;216572;216851;2929495
k79_12296	2;976;200643;171549;815;909656;821
k79_36697	2;1239;186801;3085636;186803;2944198;2763667
k79_100	
k79_85381	2;1239;186801;3085636;186803;207244;649756
k79_36698	2;1239;909932;1843488;909930;33024;33025
k79_12297	2;1239;186801;186802;186806;1730;39496
k79_73203	2;976;200643;171549;815
k79_36699	2;976;200643;171549;1853231;283168;28118
k79_85382	2;1239;186801;3085636;186803;572511;418240;1121115
k79_12298	2;1239;186801;3085636;186803;2569097;39488
k79_61009	2;1239;186801;3085636;186803;830;831
k79_101	2;976;200643;171549;815;816;820
k79_61010	2;1239;186801;3085636;186803;572511
k79_61011	
k79_85383	
k79_12299	
k79_85384	
k79_73204	2;1239;186801;3085636;186803;2316020;46228;471875
k79_36700	2;976;200643;171549
k79_85385	
k79_61012	2;976;200643;171549;815;909656;821
k79_73205	2;1239;186801;3085636;186803;33042;410072
k79_12300	2;1239;186801
k79_73206	
k79_12301	
k79_61013	2;976;200643;171549;815;909656;376805;667015
k79_36701	
k79_36702	2;1239;186801;3085636;186803;1766253;39491
k79_36703	2;1239;909932;1843488;909930;33024;33025
k79_61014	2;1239;186801;186802;186806;1730;39496
k79_85386	2;1239;186801;3085636;186803;1766253;39491
k79_73207	2;976;200643;171549;815;816;28111
k79_85387	2;976;200643;171549;1853231;283168;28118
k79_61015	2;1239
k79_12302	2;1239;186801;3085636;186803;1766253;39491;657318
k79_36704	2;1239;186801;3085636;186803;2316020;46228;471875
k79_73208	2;1239;186801;3085636;186803;1766253;39491
k79_61016	2;1239;186801;3085636;186803;2316020;46228;471875
k79_12303	2;1239;186801;3085636;186803;207244;649756
k79_36705	
k79_61017	
k79_73209	
k79_12304	2;976;200643;171549;171552;838;28133
k79_102	2;1239;186801;186802;31979;1485;1561;1415775
k79_36706	
k79_73210	
k79_103	2;1239;186801;186802;216572;1263;1160721
k79_12305	2;1239;909932;1843488;909930;33024;33025
k79_73211	2;976;200643;171549;2005525;375288;328812
k79_104	
k79_105	2;1239;186801;3085636;186803;572511;2479767
k79_36707	2;1239;186801;3085636;186803;1766253;39491;657317
k79_85388	2;976;200643;171549;815;816;28111
k79_12306	2;976;200643;171549;815;909656;821
k79_73212	2;201174;1760;85004;31953;1678;1680
k79_12307	2;976;200643;171549;815;909656;821
k79_85389	2;1239;186801;186802;216572;216851;3030639
k79_85390	2;1239;186801;186802;216572;1263;1160721
k79_36708	2;1239;186801;3085636;186803;572511;418240;1121115
k79_12308	2;1239;186801;3085636;186803;1766253;39491
k79_85391	
k79_61018	
k79_12309	2;976;200643;171549;815;816;28111
k79_85392	2;1239;186801;3085636;186803;189330;88431
k79_61019	
k79_12310	2;1239;186801;186802;216572;1263;657323
k79_61020	2;1239;186801;3085636;186803;1766253;39491;657318
k79_106	2;1239;186801;3085636;186803;2719313;208479
k79_48813	2;1239;909932;1843488;909930;33024;33025
k79_24478	2;976;200643;171549;815;909656;821
k79_61021	2;1239;186801;3085636;186803;2316020;46228;471875
k79_48814	
k79_85393	2;1239;186801;3085636;186803;2316020;33039;657313
k79_24479	
k79_36709	2;976;200643;171549;815;816;820
k79_107	2;1239;186801;186802;186806;1730;39496
k79_48815	2;1239;186801;3085636;186803;2316020;46228;471875
k79_61022	
k79_24480	
k79_48816	2;976;200643;171549;815;909656;821
k79_61023	
k79_24481	
k79_48817	2;976;200643;171549;815;909656;821
k79_36710	
k79_61024	
k79_85394	2;1239;186801;3085636;186803;1766253;39491
k79_24482	2;976;200643;171549;815;816;2792859
k79_73213	2;1239;526524;526525;2810280;2678885;1982626
k79_85395	2;976;200643;171549;815;816;28111
k79_73214	2;1239;186801;3085636;186803
k79_36711	2;1239;186801;3085636;186803;2316020;46228;471875
k79_85396	2;1239;186801;3085636;186803;572511;418240;1121115
k79_24483	2;1239;526524;526525;2810280;2678885;1982626
k79_73215	
k79_36712	
k79_73216	2;1239;186801;186802;3082771;1738645;3030017
k79_36713	
k79_85397	2;1239;186801;186802;216572;216851;853
k79_24484	2;976;200643;171549
k79_85398	
k79_73217	2;1239;186801;3085636;186803;1766253;39491
k79_108	2;1239;526524;526525;2810280;2678885;1982626
k79_24485	
k79_85399	2;1239;186801;3085636;186803;189330;39486
k79_85400	2;1239;186801;186802;216572;216851;2929494
k79_109	
k79_73218	2;976;200643;171549;815;816;820
k79_85401	2;1239;186801;3085636;186803;2316020;33039
k79_110	2;1239;526524;526525;2810280;2678885;1982626
k79_85402	2;1239;186801;3085636;186803;33042;410072
k79_24486	
k79_36714	2;1239;186801;3085636;186803;1766253;39491
k79_111	
k79_48818	
k79_36715	2;976;200643;171549;815;816;162156
k79_73219	2;976;200643;171549;815;816
k79_85403	2;976;200643;171549;815;816;820
k79_48819	2;1239;909932;1843488;909930;33024;33025
k79_112	2;1239;186801;186802;186806;1730;39496
k79_24487	2;1224;28216;80840;75682;846;2946593
k79_48820	
k79_73220	2;1239;186801;186802;186806;1730;39496
k79_113	
k79_24488	2;1239;186801;3085636;186803;33042;410072
k79_36716	
k79_73221	
k79_12311	2;1239;186801;3085636;186803;572511;418240;1121115
k79_114	2157;28890;183925;2158;2159;2160
k79_85404	2;1239;186801;186802;216572;946234;292800
k79_12312	2;976;200643;171549;2005525;375288;823
k79_73222	2;1239;186801;186802;186806;1730;39496
k79_115	2;1239;186801;3085636;186803;572511;418240;1121115
k79_85405	2;1239;186801;186802;216572;216851;853
k79_36717	2;976;200643;171549;815;816;820
k79_24489	2;1239;526524;526525;2810280;2678885;1982626
k79_36718	2;1239;186801;3085636;186803;207244;649756
k79_85406	2;1239;526524;526525;2810280;2678885;1982626
k79_73223	2;1239;526524;526525;2810280;2678885;1982626
k79_85407	2;976;200643;171549;815;816;674529
k79_116	
k79_36719	2;976;200643;171549;815;909656;357276
k79_12313	2;976;200643;171549;815;816;329854
k79_12314	2;1239;186801;3085636;186803;2316020;46228;471875
k79_117	
k79_118	
k79_12315	2;1239;186801;3085636;186803;207244;649756;649757
k79_119	2;1239;186801;186802;216572;1263;657323
k79_12316	2;976;200643;171549;2005525;375288;823
k79_36720	
k79_120	
k79_36721	2;1239;186801;3085636;186803;33042;410072
k79_121	2;976;200643;171549;815;909656;821
k79_12317	2;1239
k79_61025	2;1239;186801;186802;186806;1730;39496
k79_73224	
k79_122	2;976;200643;171549;815;909656;357276
k79_12318	2;1239;186801;186802;216572;459786;2109687
k79_36722	2;1239;186801;3085636;186803;572511;418240;1121115
k79_123	2;1239;186801;3085636;186803;2316020;46228;471875
k79_12319	2;1239;186801;186802;186806;1730;39496
k79_61026	
k79_36723	2;976;200643;171549
k79_124	2;976;200643;171549;2005525;375288;46503
k79_12320	2;1239;186801;3085636;186803;207244;649756
k79_12321	
k79_125	2;976;200643;171549;815;816;28111
k79_12322	2;976;200643;171549;815;909656;821
k79_36724	2;1239;186801
k79_126	2;976;200643;171549;2005525;375288;823
k79_12323	
k79_127	2;1239;186801;3085636;186803;2316020;33039;657313
k79_73225	2;976;200643;171549;815;909656;821
k79_61027	
k79_36725	
k79_61028	2;976;200643;171549;2005525;375288;823
k79_128	2;976;200643;171549;815;816;477666
k79_61029	2;1239;186801;68295;186814;1754
k79_36726	2
k79_73226	2;1224;1236;135614;32033;83618;314722;743721
k79_129	2;1239;526524;526525;2810280;2678885;1982626
k79_61030	2;976;200643;171549;2005525;375288
k79_36727	
k79_73227	2;1239;186801;3085636;186803;2316020;46228;471875
k79_130	2;976;200643;171549;815;909656;821
k79_36728	2;1239;186801;186802;216572;1263;2608920
k79_131	
k79_85408	2;976;200643;171549;815;816;28116
k79_73228	2;976;200643;171549;815;816;28111
k79_61031	2;1239;186801;3085636;186803
k79_85409	2;1239;186801;3085636;186803;2316020;33039;657313
k79_36729	2;1239;186801;3085636;186803;572511;418240;1121115
k79_85410	2;976;200643;171549;2005525;375288;46503
k79_24490	2;1239;91061;186826;1300;1301;1307;423211
k79_36730	2;1239;186801;3085636;186803;1766253;39491
k79_61032	2;1239;186801;186802;216572;1263;657323
k79_85411	2;1239;186801;3085636;186803;572511;1912897
k79_36731	2;1239;186801;3085636;186803;572511;418240;1121115
k79_24491	2;976;200643;171549;815;909656;821
k79_85412	2;1239;186801;186802;216572;216851;411483
k79_61033	
k79_36732	
k79_24492	
k79_36733	2;1239;186801;186802;3047432;3047433;2086585
k79_24493	2;976;200643;171549;2005525;375288;46503
k79_36734	2;1239;186801;3085636;186803;207244;649756
k79_24494	2;976;200643;171549;815;909656;821
k79_132	2;1239;909932;1843488;909930;33024;33025
k79_24495	
k79_61034	2;1239;186801;3085636;186803;572511;418240;1121115
k79_36735	2;1239;186801;186802;186806;1730;39496
k79_61035	2;976;200643;171549;2005525;375288;46503
k79_24496	2;1239;186801;3085636;186803;2316020;33039;657313
k79_85413	2;1239;186801;3085636;186803;1766253;39491
k79_61036	2;976;200643;171549;815;909656;821
k79_24497	2;976;200643;171549;815;909656;821
k79_85414	2;1239;186801;186802;186806;1730;39496
k79_36736	
k79_133	2;1239;186801;3085636;186803;572511;418240;1121115
k79_61037	
k79_85415	2;1239;186801;3085636;186803;189330;88431
k79_24498	2;1239;186801;3085636;186803;207244;649756
k79_85416	
k79_36737	2;976;200643;171549;815;909656;821
k79_61038	2;1239;909932;1843488;909930;33024;33025
k79_134	2;1239;186801;3085636;186803;572511;89014
k79_85417	2;74201;203494;48461;1647988;239934;239935
k79_135	
k79_61039	2;1239;186801;186802;216572;3048127;2966552
k79_24499	2;1239;186801;3085636;186803;841;1261635
k79_85418	2;1239;186801;3085636;186803;2316020;33038
k79_136	2;1239;186801;3085636;186803;207244;649756
